0	1	-22025.465794806717894971370697021484375
1	11	-22015.465794806717894971370697021484375
2	61	-21965.465794806717894971370697021484375
3	227.66666666666666667129259593593815225176513195037841796875	-21798.7991281400512288968229768215678632259368896484375
4	644.333333333333333314829616256247390992939472198486328125	-21382.1324614733845610459184172214008867740631103515625
5	1477.66666666666666662965923251249478198587894439697265625	-20548.7991281400512288968229768215678632259368896484375
6	2866.5555555555555553581825733999721705913543701171875	-19159.9102392511623396131881236215122044086456298828125
7	4850.682539682539682335260522449971176683902740478515625	-17175.7832551241782130801993844215758144855499267578125
8	7330.84126984126984094558565629995428025722503662109375	-14695.62452496544805402578504072153009474277496337890625
9	10086.5731922398589066602880848222412168979644775390625	-11939.8926025668589883110826121992431581020355224609375
10	12842.305114638447971486812093644402921199798583984375	-9184.160680168269923484558603377081453800201416015625
11	15347.51595318261984868257741254637949168682098388671875	-6678.94984162409804628879328447510488331317901611328125
12	17435.191651969429745605566495214588940143585205078125	-4591.274142837288149365804201806895434856414794921875
13	22611.0317512713588090633720639743842184543609619140625	584.5659564646409140920013669528998434543609619140625
14	100800.4598400164847902260589762590825557708740234375	78773.9940452097668952546882792375981807708740234375
15	599725.27287652430612752141314558684825897216796875	577698.80708171758823255004244856536388397216796875
16	5589274.20360261687847014400176703929901123046875	5567247.73780781016057517263107001781463623046875
17	30549057.4034848418450565077364444732666015625	30527030.9376900351271615363657474517822265625
18	324966813.83353095679194666445255279541015625	324944787.36773615007405169308185577392578125
19	91531117815.028988219797611236572265625	91531095788.5631934106349945068359375
20	137134193315.6267168521881103515625	137134171289.160922043025493621826171875
21	459730156582.0114948749542236328125	459730134555.5457000732421875
22	3110666407884.9996812343597412109375	3110666385858.533886432647705078125
23	119058911563660.06594085693359375	119058911541633.6001434326171875
24	403228850898061.133880615234375	403228850876034.6680908203125
25	5219765802444778.74169921875	5219765802422752.27587890625
26	46185157400651395.8125	46185157400629369.34765625
27	719683968422014399.125	719683968421992372.6875
28	4145238265858257072.5	4145238265858235046
29	36895043087501454816	36895043087501432788
30	746474147556437480832	746474147556437458816
31	14292984323781579032576	14292984323781579010048
32	60859113054555507310592	60859113054555507290112
33	526520400362294739795968	526520400362294739763200
34	inf	inf
35	inf	inf
36	inf	inf
37	inf	inf
38	inf	inf
39	inf	inf
40	inf	inf
41	inf	inf
42	inf	inf
43	inf	inf
44	inf	inf
45	inf	inf
46	inf	inf
47	inf	inf
48	inf	inf
49	inf	inf
50	inf	inf
51	inf	inf
52	inf	inf
53	inf	inf
54	inf	inf
55	inf	inf
56	inf	inf
57	inf	inf
58	inf	inf
59	inf	inf
60	inf	inf
